Loại nhà,Vị trí,Diện tích,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số phòng tắm,Trình trạng pháp lý,Nội thất,Giá,Address
Biệt thự,Quận Bình Thạnh,157,10,3,Đông - Nam,Tây - Nam,4,7,7,Have certificate,Basic,10,"Đường Thanh Đa, Phường 27, Quận Bình Thạnh, Hồ Chí Minh"
Nhà hẻm,Quận 7,50.02,4.1,5,Đông - Nam,Đông - Nam,3,4,5,Have certificate,Full,6.2,"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
Chung cư,Quận Tân Bình,27,3,3,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,4.15,"Đường Bành Văn Trân, Phường 7, Quận Tân Bình, Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Tân,92,4,8,Đông - Nam,Đông - Nam,4,5,3,Have certificate,Full,8.1,"Đường 38, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận Tân Bình,50,5,16,Đông,Đông,3,4,4,Have certificate,Full,8.5,"156A, Đường Duy Tân, Phường 8, Quận Tân Bình, Hồ Chí Minh"
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),60,4,6,Tây - Bắc,Tây - Bắc,4,4,6,Have certificate,Full,7.45,"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Tân,72,4,8,Tây,Tây,3,4,4,Have certificate,Full,5.95,"Hẻm 822, Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận Bình Tân,56,4,6,Tây - Nam,Tây - Nam,5,5,5,Have certificate,Full,6.2,"Đường 7, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh"
Chung cư,Quận 12,35,5,5,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Basic,1.88,"Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Hồ Chí Minh"
Chung cư,Quận Phú Nhuận,22,2.89,2.5,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Basic,3.8,"Đường Trần Khắc Chân, Phường 9, Quận Phú Nhuận, Hồ Chí Minh"
Nhà hẻm,Quận 12,44,4,3,Tây - Bắc,Tây - Bắc,1,1,1,Have certificate,Full,3.4,"Đường Tân Thới Nhất 8, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận Bình Tân,40,4,5,Tây,Tây,1,2,2,Have certificate,Full,1.93,"Đường Hồ Văn Long, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận 7,53.4,4.45,4,Tây,Tây,2,2,2,Have certificate,Basic,4.95,"Hẻm 102, Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh"
Chung cư,Quận Tân Bình,33,3,4,Đông,Đông,4,3,3,Have certificate,Full,4.99,"Đường Trần Văn Quang, Phường 10, Quận Tân Bình, Hồ Chí Minh"
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),90,4.8,5,Tây - Bắc,Tây - Bắc,1,4,4,Have certificate,Full,5.9,"Đường 7, Phường Linh Trung, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),92,4,5,Đông - Bắc,Đông - Bắc,3,4,4,Have certificate,Full,7.5,"Đường Số 48, Phường Hiệp Huyện Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Chung cư,Quận Gò Vấp,24,3.5,3,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Full,3.78,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Hồ Chí Minh"
Nhà hẻm,Quận Bình Tân,60,4.3,30,Bắc,Bắc,5,5,5,Have certificate,Full,8.5,"Đường Tây Lân, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận Bình Thạnh,58,5.1,5,Bắc,Bắc,3,3,5,Have certificate,Full,6.75,"Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Hồ Chí Minh"
Nhà hẻm,Quận Bình Tân,55,4.5,7,Đông,Đông,4,4,4,Have certificate,Full,5.8,"Hẻm 616, Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận 7,43.4,3,3,Tây - Nam,Tây - Nam,3,4,3,Have certificate,Full,5.6,"Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),60,4,4,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,3.75,"Đường Tô Ngọc Vân, Phường Tam Bình, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Nhà hẻm,Quận 8,60,4,4,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Full,3.9,"Đường Mễ Cốc, Phường 15, Quận 8, Hồ Chí Minh"
Nhà hẻm,Quận 12,51,4.6,11,Đông - Bắc,Đông - Bắc,5,4,6,Have certificate,Basic,6.1,"Đường Thạnh Lộc 15, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận 12,50,4.6,12,Tây - Nam,Tây - Nam,5,4,6,Have certificate,Full,5.9,"Đường Thạnh Lộc 15, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận 12,52,4.8,10,Nam,Nam,3,4,5,Have certificate,Full,6.77,"Đường Nguyễn Oanh, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
Chung cư,Quận Gò Vấp,39,4.3,5,Đông - Nam,Đông - Nam,4,4,4,Have certificate,Full,7.5,"Đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, Hồ Chí Minh"
Nhà hẻm,Quận Bình Thạnh,44,5.2,3,Tây,Tây,4,4,5,Have certificate,Full,6.7,"Đường  Vạn Kiếp, Phường 3, Quận Bình Thạnh, Hồ Chí Minh"
Chung cư,Quận Thủ Đức (TP. Thủ Đức),25.2,5.5,15,Tây - Nam,Tây - Nam,3,2,1,Have certificate,Full,6.5,"Đường 2, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Nhà mặt tiền,Quận 12,98.5,4,8,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Basic,7.4,"Đường Thạnh Lộc 31, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
Nhà mặt tiền,Quận 12,69.3,5.5,4,Đông - Bắc,Đông - Bắc,1,3,3,Have certificate,Basic,3.85,"Đường Thạnh Xuân 43, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận Tân Bình,51,5.1,5,Đông - Nam,Đông - Nam,3,4,3,Have certificate,Full,5.7,"Đường Cống Lở, Phường 15, Quận Tân Bình, Hồ Chí Minh"
Nhà hẻm,Quận Tân Bình,56,4,6,Đông - Nam,Đông - Nam,3,4,5,Have certificate,Basic,8.9,"Đường Thái Thị Nhạn, Phường 10, Quận Tân Bình, Hồ Chí Minh"
Chung cư,Quận Bình Thạnh,36,3,3,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Basic,3.75,"Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Hồ Chí Minh"
Chung cư,Quận Bình Thạnh,33,4.2,3,Tây,Tây,1,1,2,Have certificate,Basic,4.5,"Đường Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Hồ Chí Minh"
Nhà hẻm,Quận Bình Thạnh,60,3.5,5,Đông - Nam,Đông,2,6,5,Have certificate,Full,5.6,"Đường Ngô Tất Tố, Phường 22, Quận Bình Thạnh, Hồ Chí Minh"
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),94.1,4,5,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Full,6,"Đường 22, Phường Linh Đông, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Chung cư,Quận Bình Thạnh,37.9,4.7,6,Nam,Nam,4,4,4,Have certificate,Full,7.1,"Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Hồ Chí Minh"
Nhà mặt tiền,Quận Tân Bình,69,4,8,Tây - Bắc,Tây - Bắc,3,4,5,Have certificate,Full,7.45,"118/, Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Hồ Chí Minh"
Chung cư,Huyện Nhà Bè,30,3,6,Đông,Đông,2,2,2,Sale contract,Full,1.4,"Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh"
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),75,5,12,Bắc,Bắc,3,3,3,Have certificate,Full,8.2,"Dự án Mega Ruby, Đường Võ Chí Công, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh"
Nhà hẻm,Quận 7,63,3.5,14,Nam,Nam,4,7,8,Have certificate,Basic,8.9,"Đường Số 53, Phường Tân Quy, Quận 7, Hồ Chí Minh"
Nhà mặt tiền,Quận 8,84,4,20,Tây - Bắc,Tây - Bắc,3,4,4,Have certificate,Full,6.5,"Dự án Phú Lợi, Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh"
Nhà hẻm,Quận 6,44,4,8,Đông - Nam,Đông - Nam,5,5,5,Have certificate,Full,9,"Hẻm 633, Đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh"
Nhà mặt tiền,Quận 7,80.5,5,6,Đông - Bắc,Đông - Bắc,2,3,4,Have certificate,Full,9.7,"Đường  Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh"
Nhà mặt tiền,Quận Gò Vấp,66,4,4,Đông - Bắc,Bắc,4,4,5,Have certificate,Full,7.2,"Đường Đỗ Thúc Tịnh, Phường 12, Quận Gò Vấp, Hồ Chí Minh"
Biệt thự,Quận 12,103,4.1,5,Đông - Bắc,Đông - Bắc,3,4,4,Have certificate,Basic,5.55,"Đường Thạnh Lộc 15, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận 12,58,4,2,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Full,3.49,"Đường 35, Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh"
Chung cư,Quận Bình Thạnh,37,3.7,3,Tây,Tây,3,2,3,Have certificate,Basic,3.9,"Đường Đinh Tiên Hoàng, Phường 1, Quận Bình Thạnh, Hồ Chí Minh"
Chung cư,Quận 12,33,3,8,Bắc,Bắc,3,2,3,Have certificate,Basic,1.98,"Đường Thạnh Xuân 43, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
Chung cư,Quận Gò Vấp,27,4,4,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,3.2,"Đường Số 3, Phường 9, Quận Gò Vấp, Hồ Chí Minh"
Nhà hẻm,Huyện Hóc Môn,58.3,5,8,Đông,Đông,1,1,1,Have certificate,Basic,3.39,"Đường Đông Thạnh 4-2, Xã  Đông Thạnh, Huyện Hóc Môn, Hồ Chí Minh"
Nhà hẻm,Quận Bình Tân,60,4,9,Đông,Đông,3,5,5,Have certificate,Basic,7.6,"Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận 11,40,8,6,Đông - Bắc,Đông - Bắc,4,6,5,Have certificate,Full,7.8,"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh"
Biệt thự,Quận 2 (TP. Thủ Đức),174,4.6,5,Đông - Nam,Đông - Nam,4,4,4,Have certificate,Full,5.8,"Đường Thạnh Mỹ Lợi, Phường  Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức), Hồ Chí Minh"
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),83,5,4,Nam,Nam,2,5,5,Have certificate,Basic,6.8,"Đường Nguyễn Thị Định, Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức), Hồ Chí Minh"
Chung cư,Quận 7,35.7,3.85,3,Nam,Nam,2,2,2,Have certificate,Basic,3.45,"Hẻm 1041, Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh"
Nhà mặt tiền,Quận 7,90,5,5,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Full,7.7,"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),81,3.5,4,Đông - Bắc,Đông - Bắc,3,4,4,Have certificate,Full,5.3,"Đường 185, Phường Phước Long B, Quận 9 (TP. Thủ Đức), Hồ Chí Minh"
Chung cư,Quận Bình Tân,30,4,6,Tây,Tây,2,2,2,Have certificate,Basic,2.2,"Đường Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh"
Nhà mặt tiền,Quận Tân Phú,76,4,6,Tây - Bắc,Tây - Bắc,3,4,4,Have certificate,Full,8.2,"Hẻm 249, Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh"
Nhà hẻm,Huyện Hóc Môn,40,5,5,Bắc,Bắc,1,2,2,Have certificate,Full,1.58,"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Hồ Chí Minh"
Nhà hẻm,Quận Gò Vấp,46.3,4,5,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Basic,5.7,"Đường Nguyễn Duy Cung, Phường 12, Quận Gò Vấp, Hồ Chí Minh"
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),50,5,5,Tây - Bắc,Tây - Bắc,2,2,2,Have certificate,Full,3.8,"Đường Số 9, Phường Linh Xuân, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Nhà hẻm,Quận 12,60,4,12,Đông - Bắc,Đông - Bắc,5,4,5,Have certificate,Basic,6.3,"Đường Thới An 22, Phường Thới An, Quận 12, Hồ Chí Minh"
Biệt thự,Quận 9 (TP. Thủ Đức),119,5,12,Đông - Bắc,Đông - Bắc,3,4,3,Have certificate,Basic,5.75,"Dự án Rosita Garden Khang Điền, Đường 990, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh"
Chung cư,Quận 10,32,4.7,5,Tây - Nam,Tây - Nam,5,5,3,Have certificate,Basic,7.2,"Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh"
Chung cư,Quận Phú Nhuận,36,8.5,3,Đông - Nam,Đông - Nam,4,5,4,Have certificate,Full,6.25,"Đường Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận, Hồ Chí Minh"
Nhà hẻm,Quận Bình Tân,56,4,6,Tây,Tây,2,4,2,Have certificate,Full,4.2,"Đường Hương lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh"
Nhà mặt tiền,Quận Gò Vấp,70,5.5,5,Tây - Bắc,Tây - Bắc,4,4,6,Have certificate,Basic,7.2,"Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh"
Nhà mặt tiền,Quận Tân Phú,65,4.4,6,Đông,Đông,4,3,3,Have certificate,Basic,7.1,"Đường Nguyễn Quý Anh, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh"
Chung cư,Quận 12,33.6,3.5,2,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Full,2.88,"Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận 10,55.3,5,7,Tây - Nam,Tây - Nam,5,8,5,Have certificate,Full,10,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh"
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),96,6,5,Bắc,Bắc,1,3,2,Have certificate,Full,4.6,"1/, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9 (TP. Thủ Đức), Hồ Chí Minh"
Nhà mặt tiền,Quận 12,76.5,4,8,Đông - Nam,Tây - Nam,3,4,3,Have certificate,Basic,7.9,"Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
Chung cư,Quận 12,38,3.65,2.5,Tây,Tây,2,2,2,Have certificate,Basic,3.25,"Đường Thới An 11, Phường Thới An, Quận 12, Hồ Chí Minh"
Biệt thự,Quận 9 (TP. Thủ Đức),100,5,20,Đông,Đông,3,4,4,Have certificate,Full,9.45,"Dự án Mega Ruby, Đường Võ Chí Công, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), Hồ Chí Minh"
Chung cư,Quận Bình Tân,32,4,4,Bắc,Bắc,1,2,2,Have certificate,Basic,3.48,"Đường Số 14, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận 12,50,4.65,12,Tây - Nam,Tây - Nam,5,4,6,Have certificate,Full,5.9,"Đường Thạnh Lộc 15, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận Bình Thạnh,50,4,4,Nam,Nam,1,2,1,Have certificate,Full,6.4,"Đường Bùi Đình Túy, Phường 24, Quận Bình Thạnh, Hồ Chí Minh"
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),70,4.5,12,Đông - Bắc,Đông - Bắc,4,4,4,Have certificate,Full,6.9,"Đường 48, Phường Hiệp Huyện Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Nhà mặt tiền,Huyện Hóc Môn,88.4,4,8,Tây - Nam,Tây - Nam,2,4,2,Have certificate,Full,4.85,"Đường Lê Thị Lơ, Xã Tân Hiệp, Huyện Hóc Môn, Hồ Chí Minh"
Nhà hẻm,Quận Tân Phú,56,4,4,Nam,Nam,2,2,2,Have certificate,Basic,4.8,"13/14/ Đường Lương Thế Vinh, Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh"
Nhà mặt tiền,Quận 8,65,5,12,Đông,Đông,6,4,4,Have certificate,Basic,6.8,"156, Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh"
Chung cư,Quận Bình Tân,21,6,4,Bắc,Bắc,2,2,2,Have certificate,Full,1.66,"Đường Đình Nghi Xuân, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận 8,44.5,4.29,2,Đông - Nam,Đông - Nam,2,3,2,Have certificate,Full,3.35,"528A/15A Đường Hưng Phú, Phường 9, Quận 8, Hồ Chí Minh."
Chung cư,Quận 11,38.1,3.1,5,Tây - Nam,Tây - Nam,3,4,3,Have certificate,Basic,6.2,"Đường Bình Thới, Phường 11, Quận 11, Hồ Chí Minh"
Chung cư,Quận 12,38,4,6,Đông,Đông,3,3,3,Have certificate,Full,2.55,"Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận 12,40,4,3,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,2.89,"1/, Đường Tân Thới Hiệp 13, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận Tân Bình,60,5,10,Đông,Đông,4,5,5,Have certificate,Full,7.5,"Đường  Lý Thường Kiệt, Phường 7, Quận Tân Bình, Hồ Chí Minh"
Nhà hẻm,Quận Gò Vấp,47.8,4,4,Đông - Bắc,Đông - Bắc,4,4,4,Have certificate,Basic,5.5,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Hồ Chí Minh"
Chung cư,Quận 6,32,3.3,16,Bắc,Bắc,2,2,2,Have certificate,Full,8.6,"Đường Lê Quang Sung, Phường 2, Quận 6, Hồ Chí Minh"
Nhà hẻm,Quận 1,46,46,3,Tây - Nam,Tây - Nam,2,4,2,Have certificate,Basic,6,"Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh"
Nhà mặt tiền,Huyện Nhà Bè,97.8,4.5,9,Đông - Nam,Đông - Nam,4,4,5,Have certificate,Full,8.6,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Hồ Chí Minh"
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),94,4,6,Tây - Bắc,Tây - Bắc,3,3,4,Have certificate,Basic,7.7,"Đường 11, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Chung cư,Quận Gò Vấp,31,3,3,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Full,3.79,"Đường Quang Trung, Phường 10, Quận Gò Vấp, Hồ Chí Minh"
Nhà mặt tiền,Quận 12,64,32,32,Đông,Đông,5,4,6,Have certificate,Full,6.5,"Dự án Nhà phố One Palace, Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh"
Nhà hẻm,Quận 8,56,4,8,Nam,Nam,3,3,3,Have certificate,Basic,7.3,"266, Đường Bùi Minh Trực, Phường 6, Quận 8, Hồ Chí Minh"
Chung cư,Quận 11,21.3,5.3,6,Đông - Nam,Đông - Nam,2,2,2,Have certificate,Full,3.8,"Đường Lê Thị Bạch Cát, Phường 11, Quận 11, Hồ Chí Minh"
Nhà mặt tiền,Huyện Nhà Bè,80.3,7.3,6,Đông - Bắc,Đông - Bắc,4,4,5,Have certificate,Full,6.5,"Đường Huỳnh Tấn Phát, Thị trấn Huyện Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Tân,80,4,8,Đông,Đông,3,3,3,Have certificate,Full,9,"Đường 32B, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh"
Chung cư,Quận Bình Tân,19,4.17,2,Đông,Đông,2,2,1,Have certificate,Full,1.83,"Đường Phan Anh, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận Bình Tân,62.5,5,6,Đông,Đông,1,2,2,Have certificate,Basic,5.2,"Đường Số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận Bình Tân,44,4,6,Bắc,Bắc,3,4,3,Have certificate,Basic,4.4,"239, Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận 11,44,4.15,3,Đông - Nam,Đông - Bắc,2,3,2,Have certificate,Full,5.2,"152/Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh"
Nhà hẻm,Quận Tân Phú,59,5,12,Tây,Tây,3,4,3,Have certificate,Basic,10,"Đường Độc Lập, Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh"
Nhà mặt tiền,Quận 8,79.2,10,10,Đông - Bắc,Đông - Bắc,2,1,1,Sale contract,Basic,4.4,"Dự án Dream Home Palace, Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh"
Nhà mặt tiền,Quận Tân Phú,82,4.5,4.5,Nam,Bắc,1,2,1,Have certificate,Basic,7.8,"Đường Lũy Bán Bích, Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh"
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),100,4,8,Tây - Nam,Tây - Nam,3,3,4,Have certificate,Full,7.7,"Đường 11, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), Hồ Chí Minh"
Nhà mặt tiền,Quận 12,72,4,6,Tây - Nam,Tây - Nam,3,3,3,Have certificate,Basic,4.6,"Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
Nhà mặt tiền,Quận Bình Tân,88,4,20,Tây - Nam,Tây - Nam,2,3,3,Have certificate,Full,7.5,"193 Đường Trần Thanh Mại, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh"
Nhà hẻm,Quận 12,57,5.5,6,Tây,Tây,4,4,4,Have certificate,Full,5.5,"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh"
Nhà mặt tiền,Quận 6,68,4,8,Đông - Nam,Đông - Nam,2,2,3,Have certificate,Full,8.7,"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh"
Chung cư,Quận 12,34,4.25,3,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Full,3.35,"Đường Hiệp Thành 26, Phường Hiệp Thành, Quận 12, Hồ Chí Minh"
Chung cư,Quận Bình Tân,27,4.5,2.5,Đông,Đông,2,2,2,Have certificate,Full,2.25,"Đường Hương lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh"
Nhà mặt tiền,Quận Gò Vấp,64,5.8,5,Đông - Nam,Đông - Nam,6,4,4,Have certificate,Full,8.9,"Đường Nguyễn Văn Khối, Phường 9, Quận Gò Vấp, Hồ Chí Minh"
Chung cư,Quận Phú Nhuận,22,3.5,4,Đông - Bắc,Đông - Bắc,4,2,3,Have certificate,Full,4.2,"Đường Nguyễn Đình Chiểu, Phường 4, Quận Phú Nhuận, Hồ Chí Minh"
