Loại nhà,Vị trí,Diện tích,Số phòng ngủ,Số tầng,Giá
Nhà mặt tiền,Quận 1,244,8,1,47.28
Chung cư,Quận 8,23,6,1,0.35
Chung cư,Quận 3,536,1,2,22.14
Nhà hẻm,Quận 5,216,9,5,33.61
Nhà mặt tiền,Quận Phú Nhuận,15,5,2,1.83
Nhà hẻm,Quận 3,228,9,5,30.49
Biệt thự,Quận 8,520,6,5,78.69
Nhà mặt tiền,Quận Gò Vấp,114,6,4,10.54
Nhà mặt tiền,Quận Gò Vấp,456,1,5,28.02
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),39,5,3,4.24
Nhà hẻm,Quận Bình Tân,163,5,1,3.04
Biệt thự,Huyện Cần Giờ,235,8,3,7.58
Nhà hẻm,Quận 11,446,6,6,29.88
Nhà hẻm,Quận Bình Tân,394,6,4,13.58
Chung cư,Huyện Hóc Môn,467,3,2,2.63
Nhà mặt tiền,Quận Bình Tân,405,7,3,27.93
Chung cư,Quận 12,471,7,1,5.33
Chung cư,Quận Tân Phú,403,1,5,8.54
Biệt thự,Quận Tân Bình,144,1,1,11.98
Nhà mặt tiền,Quận 11,141,3,2,11.63
Nhà hẻm,Quận Bình Tân,13,7,2,0.33
Biệt thự,Huyện Hóc Môn,258,3,1,5.7
Biệt thự,Quận Bình Tân,313,8,6,54.97
Chung cư,Huyện Bình Chánh,463,1,2,1.53
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),485,6,6,73.84
Nhà mặt tiền,Quận Tân Phú,411,4,6,37.02
Biệt thự,Quận 1,287,9,3,195.47
Nhà mặt tiền,Huyện Cần Giờ,247,3,6,3.97
Biệt thự,Quận 11,276,8,5,80.48
Chung cư,Quận Phú Nhuận,523,9,4,34.21
Biệt thự,Huyện Hóc Môn,445,7,6,25.88
Biệt thự,Huyện Hóc Môn,50,1,5,1.55
Nhà mặt tiền,Quận Tân Bình,110,5,5,14.06
Nhà hẻm,Huyện Bình Chánh,98,9,5,1.02
Biệt thự,Huyện Cần Giờ,93,7,4,2.9
Nhà hẻm,Quận 7,397,8,5,19
Chung cư,Huyện Bình Chánh,179,8,2,1.05
Biệt thự,Huyện Nhà Bè,517,6,6,62.79
Nhà hẻm,Quận Phú Nhuận,309,4,3,20.01
Biệt thự,Quận 4,104,3,3,7.32
Biệt thự,Quận 11,146,7,1,19.3
Chung cư,Quận Bình Thạnh,454,3,4,18.71
Nhà mặt tiền,Quận 1,378,9,3,133.33
Nhà hẻm,Huyện Nhà Bè,100,2,4,1.88
Nhà mặt tiền,Quận Gò Vấp,67,7,6,7.88
Biệt thự,Huyện Củ Chi,171,7,1,1.31
Nhà hẻm,Quận 10,185,4,6,21.67
Nhà hẻm,Huyện Bình Chánh,100,6,5,1.05
Nhà hẻm,Quận Bình Thạnh,194,5,1,5.73
Biệt thự,Quận 10,311,7,4,137.1
Nhà mặt tiền,Huyện Hóc Môn,452,3,4,9
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),211,6,6,11.17
Nhà hẻm,Quận 12,524,2,5,10.87
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),420,6,4,13.43
Nhà hẻm,Quận 11,291,7,3,17.3
Nhà hẻm,Quận 7,323,4,4,12.15
Biệt thự,Quận Bình Thạnh,150,8,6,44.05
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),172,3,5,18.89
Nhà hẻm,Quận 4,162,1,5,2.63
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),210,8,1,14.88
Chung cư,Quận 3,519,9,4,44.61
Nhà mặt tiền,Quận 7,326,5,1,13.7
Nhà hẻm,Quận 5,275,2,1,12.45
Nhà hẻm,Quận Bình Thạnh,476,2,6,26.65
Nhà hẻm,Quận 11,283,3,2,11.7
Nhà mặt tiền,Quận 6,131,6,4,11.69
Biệt thự,Quận 5,234,5,3,87.12
Chung cư,Quận Tân Bình,289,3,3,11.21
Nhà mặt tiền,Quận 5,189,5,2,33.35
Nhà hẻm,Quận 4,314,6,3,7.18
Nhà mặt tiền,Quận Bình Thạnh,36,4,1,2.17
Nhà hẻm,Quận 7,332,4,4,12.72
Biệt thự,Quận 8,111,9,3,15.24
Chung cư,Quận 3,158,6,1,7.04
Chung cư,Quận 6,119,7,6,5.5
Chung cư,Quận 8,272,9,5,8.96
Biệt thự,Quận 10,525,9,5,253.9
Biệt thự,Huyện Bình Chánh,342,8,4,12.43
Nhà mặt tiền,Quận 5,338,6,6,89.08
Nhà hẻm,Quận 7,198,9,6,11
Chung cư,Quận 4,119,3,2,1.55
Nhà mặt tiền,Quận Gò Vấp,318,2,6,24.33
Biệt thự,Quận Tân Bình,179,4,5,48.12
Chung cư,Quận Bình Tân,262,8,2,6.14
Nhà mặt tiền,Quận 7,239,6,6,20.5
Nhà hẻm,Quận 8,79,8,2,2.29
Nhà hẻm,Quận Bình Tân,365,8,3,13.23
Chung cư,Quận Gò Vấp,423,1,3,7.88
Biệt thự,Quận 1,129,7,5,99.06
Chung cư,Huyện Cần Giờ,165,4,3,0.87
Nhà hẻm,Huyện Củ Chi,126,9,4,0.48
Nhà hẻm,Quận 11,110,8,1,3.66
Chung cư,Huyện Củ Chi,100,6,3,0.26
Biệt thự,Huyện Củ Chi,109,4,6,1.77
Nhà hẻm,Quận 12,151,7,4,3.85
Chung cư,Quận 6,211,2,2,4.58
Nhà hẻm,Quận 1,393,7,4,84.31
Nhà hẻm,Quận 7,122,9,2,4.07
Nhà hẻm,Quận 9 (TP. Thủ Đức),118,6,5,3.28
Nhà hẻm,Huyện Cần Giờ,128,4,4,0.97
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),101,4,6,12.52
Biệt thự,Quận 11,349,4,5,86.76
Nhà mặt tiền,Quận 11,490,5,5,61.96
Nhà mặt tiền,Quận Tân Phú,271,7,2,20.28
Nhà mặt tiền,Huyện Củ Chi,305,3,6,2.12
Nhà hẻm,Quận 2 (TP. Thủ Đức),53,9,2,2.76
Nhà mặt tiền,Huyện Nhà Bè,344,7,6,22.18
Nhà hẻm,Quận Bình Thạnh,474,3,4,24.32
Biệt thự,Quận Gò Vấp,471,6,3,80.12
Chung cư,Huyện Cần Giờ,260,1,6,1.08
Nhà hẻm,Quận Bình Thạnh,305,1,6,12.51
Chung cư,Quận 7,476,8,3,12.82
Nhà mặt tiền,Huyện Nhà Bè,363,3,1,9.09
Nhà mặt tiền,Quận 11,430,1,2,26.38
Nhà mặt tiền,Quận 3,226,4,6,53.18
Chung cư,Huyện Hóc Môn,241,3,2,1.44
Nhà mặt tiền,Quận 1,516,8,2,160.97
Biệt thự,Quận Tân Bình,426,9,1,58.78
Biệt thự,Quận Phú Nhuận,93,1,6,19.69
Nhà hẻm,Quận Tân Bình,132,5,1,4.59
Biệt thự,Quận 7,250,7,1,21.79
Nhà mặt tiền,Quận 12,14,6,5,0.77
Biệt thự,Huyện Nhà Bè,447,3,2,29.78
Nhà mặt tiền,Quận Gò Vấp,318,6,2,21.6
Nhà mặt tiền,Quận 4,54,3,2,1.73
Nhà mặt tiền,Quận 1,412,2,2,85.65
Nhà hẻm,Quận 4,106,7,1,1.32
Nhà hẻm,Quận 2 (TP. Thủ Đức),80,4,2,3.22
Chung cư,Quận Bình Thạnh,412,3,6,17.46
Nhà mặt tiền,Huyện Củ Chi,460,3,6,3.1
Nhà hẻm,Huyện Hóc Môn,317,1,1,1.19
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),62,2,1,0.78
Chung cư,Quận 9 (TP. Thủ Đức),60,2,6,0.93
Biệt thự,Quận 10,391,9,3,147.6
Biệt thự,Quận Gò Vấp,363,3,5,63.2
Nhà mặt tiền,Huyện Bình Chánh,401,7,5,7.28
Nhà hẻm,Huyện Hóc Môn,329,1,4,2.37
Biệt thự,Quận 4,296,5,3,24.69
Nhà mặt tiền,Quận Tân Phú,461,7,5,50.15
Chung cư,Quận Tân Bình,126,7,5,6.97
Chung cư,Quận 12,308,9,1,3.67
Nhà mặt tiền,Huyện Bình Chánh,493,7,1,4.98
Chung cư,Quận 10,82,1,3,3.69
Chung cư,Quận 1,160,5,6,22.79
Nhà mặt tiền,Quận 7,307,8,2,19.59
Biệt thự,Quận Bình Thạnh,447,7,3,94.79
Chung cư,Quận Phú Nhuận,132,2,6,6.77
Nhà mặt tiền,Huyện Hóc Môn,214,8,1,2.83
Chung cư,Huyện Bình Chánh,37,6,2,0.21
Nhà hẻm,Quận 4,378,3,3,7.28
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),46,1,4,1.48
Nhà mặt tiền,Quận 5,96,7,1,12.19
Nhà mặt tiền,Quận Tân Bình,507,5,6,73.7
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),229,4,2,9.67
Biệt thự,Huyện Bình Chánh,181,3,3,5.51
Chung cư,Quận 6,231,5,6,9.6
Nhà mặt tiền,Huyện Hóc Môn,447,8,1,6.15
Nhà mặt tiền,Quận 6,479,4,1,20.2
Nhà mặt tiền,Quận Gò Vấp,500,5,4,46.53
Nhà mặt tiền,Huyện Củ Chi,88,8,1,0.34
Nhà hẻm,Quận Bình Tân,102,2,6,2.87
Chung cư,Quận 6,49,2,6,1.61
Nhà mặt tiền,Quận Gò Vấp,69,8,4,7.35
Nhà hẻm,Quận 4,174,4,6,4.38
Nhà hẻm,Quận Tân Bình,170,6,5,12.91
Nhà hẻm,Quận 12,100,3,5,2.27
Nhà hẻm,Quận 8,406,2,1,6.23
Nhà mặt tiền,Quận 7,497,2,3,26.85
Nhà mặt tiền,Quận 1,223,2,1,31.73
Nhà mặt tiền,Quận 7,286,1,2,10.71
Nhà mặt tiền,Quận 1,519,7,1,95.8
Nhà hẻm,Quận 6,519,1,3,12.58
Biệt thự,Quận Phú Nhuận,444,9,3,143.55
Nhà mặt tiền,Quận 3,259,9,6,71.69
Biệt thự,Quận Phú Nhuận,444,9,2,119.07
Chung cư,Quận 11,106,2,2,3.12
Chung cư,Quận 4,230,7,5,4.88
Biệt thự,Quận 4,243,4,6,24.04
Biệt thự,Quận Bình Tân,492,7,5,75.12
Biệt thự,Quận Tân Bình,43,4,3,9.03
Biệt thự,Quận 12,206,7,5,22.73
Chung cư,Quận Phú Nhuận,419,5,6,29.36
Nhà mặt tiền,Huyện Hóc Môn,312,4,1,3.48
Chung cư,Huyện Nhà Bè,495,9,3,9.55
Nhà mặt tiền,Quận 8,141,2,6,8.91
Biệt thự,Quận 9 (TP. Thủ Đức),215,1,2,10.24
Biệt thự,Huyện Cần Giờ,260,8,3,8.42
Nhà hẻm,Quận 9 (TP. Thủ Đức),465,8,3,10.43
Biệt thự,Quận Tân Bình,244,6,2,44.96
Nhà mặt tiền,Quận Thủ Đức (TP. Thủ Đức),443,8,3,27.7
Chung cư,Quận 3,353,3,1,13.31
Nhà mặt tiền,Quận 3,374,1,4,52.79
Nhà mặt tiền,Huyện Nhà Bè,280,1,2,6.73
Nhà hẻm,Huyện Nhà Bè,46,2,6,1.05
Nhà hẻm,Quận 4,82,7,2,1.57
Nhà mặt tiền,Quận Phú Nhuận,165,6,2,20.21
Nhà hẻm,Quận 2 (TP. Thủ Đức),501,1,3,15.01
Nhà hẻm,Quận Bình Tân,465,3,2,10.11
Nhà mặt tiền,Quận 10,326,5,6,73.67
Nhà mặt tiền,Huyện Hóc Môn,198,4,4,4.09
Biệt thự,Quận Gò Vấp,500,8,1,54.52
Nhà hẻm,Quận 6,112,8,1,2.76
Biệt thự,Quận 10,283,5,4,118.51
Chung cư,Quận Tân Phú,408,8,4,15.01
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),42,5,6,1.54
Chung cư,Quận Bình Tân,103,7,4,2.54
Nhà hẻm,Quận 2 (TP. Thủ Đức),203,6,4,11.11
Nhà hẻm,Quận Bình Tân,90,8,4,3.59
Biệt thự,Quận Phú Nhuận,220,1,2,32.26
Chung cư,Quận 4,35,1,3,0.37
Nhà hẻm,Quận 5,369,4,5,42.89
Biệt thự,Quận Bình Thạnh,362,7,1,45.8
Nhà hẻm,Quận 10,291,8,1,16.82
Biệt thự,Quận 3,47,4,1,9.77
Biệt thự,Quận Phú Nhuận,177,8,4,61.07
Nhà hẻm,Huyện Bình Chánh,326,8,1,1.61
Biệt thự,Quận 3,74,3,1,14.55
Nhà mặt tiền,Quận 1,51,9,5,23.3
Nhà mặt tiền,Quận Tân Phú,369,6,3,30.62
Chung cư,Quận Thủ Đức (TP. Thủ Đức),255,2,6,5.5
Biệt thự,Quận 1,359,4,1,120.12
Chung cư,Quận 11,199,9,1,6.05
Nhà hẻm,Quận 9 (TP. Thủ Đức),237,3,3,4.34
Chung cư,Quận Tân Phú,137,7,6,5.81
Nhà mặt tiền,Quận 11,525,5,3,54.79
Chung cư,Huyện Hóc Môn,187,3,5,1.47
Nhà hẻm,Quận 1,460,4,2,56.34
Biệt thự,Huyện Nhà Bè,28,2,1,1.19
Nhà mặt tiền,Quận 10,101,6,5,22.67
Nhà hẻm,Quận Tân Phú,524,4,4,20.63
Nhà hẻm,Quận 9 (TP. Thủ Đức),394,1,1,3.19
Chung cư,Huyện Nhà Bè,210,2,6,3.66
Chung cư,Quận 8,224,6,3,6.19
Nhà hẻm,Quận 6,396,2,6,16.2
Nhà mặt tiền,Quận 1,527,3,3,148.46
Nhà mặt tiền,Quận 3,527,2,6,107.46
Nhà mặt tiền,Quận 4,377,2,5,15.91
Nhà mặt tiền,Huyện Hóc Môn,69,1,3,0.92
Biệt thự,Quận 2 (TP. Thủ Đức),513,5,2,83.43
Nhà mặt tiền,Quận 8,94,4,4,5.89
Chung cư,Huyện Bình Chánh,321,4,1,1.06
Nhà hẻm,Quận 3,156,4,1,8.16
Nhà hẻm,Quận 4,56,6,3,1.15
Nhà mặt tiền,Quận 4,224,2,1,4.34
Nhà hẻm,Quận 10,89,5,1,4.61
Chung cư,Quận 12,383,5,4,7.06
Chung cư,Huyện Nhà Bè,200,2,1,1.59
Nhà mặt tiền,Quận 11,491,3,4,50.35
Nhà mặt tiền,Quận Tân Bình,484,5,1,30.14
Biệt thự,Quận 2 (TP. Thủ Đức),512,5,5,120.97
Nhà hẻm,Huyện Nhà Bè,139,8,1,2.1
Nhà hẻm,Quận 3,38,5,3,3.49
Nhà mặt tiền,Quận 11,274,7,5,42.58
Biệt thự,Quận 9 (TP. Thủ Đức),32,1,4,1.89
Biệt thự,Quận 11,463,7,2,92.13
Nhà mặt tiền,Huyện Củ Chi,374,5,3,2.41
Biệt thự,Quận 1,421,1,3,171.08
Chung cư,Huyện Hóc Môn,121,4,6,1.09
Nhà mặt tiền,Quận Bình Thạnh,391,9,6,66.95
Chung cư,Quận Bình Tân,423,9,6,14.74
Chung cư,Quận 8,487,8,2,10.85
Nhà mặt tiền,Huyện Củ Chi,186,2,2,0.76
Chung cư,Huyện Hóc Môn,189,6,4,1.62
Biệt thự,Quận 10,103,9,3,42.88
Nhà mặt tiền,Huyện Củ Chi,245,1,3,0.96
Biệt thự,Quận Tân Bình,383,7,6,110.44
Chung cư,Quận Tân Phú,70,4,5,2.23
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),41,1,1,0.42
Nhà mặt tiền,Quận Gò Vấp,353,7,5,35.81
Nhà mặt tiền,Quận Tân Phú,305,9,4,29.18
Nhà mặt tiền,Quận 7,252,2,1,7.92
Biệt thự,Quận Tân Phú,24,3,1,1.91
Biệt thự,Quận 7,160,3,1,11.69
Nhà mặt tiền,Quận 4,44,7,4,2.19
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),306,4,3,12.39
Nhà hẻm,Quận Tân Bình,453,3,5,24.87
Chung cư,Quận 7,517,6,3,13.42
Nhà mặt tiền,Quận 12,364,9,3,18.39
Nhà mặt tiền,Quận 6,60,4,2,3.81
Chung cư,Huyện Bình Chánh,157,2,2,0.6
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),98,8,6,3.71
Nhà mặt tiền,Quận 11,248,7,1,16.36
Nhà hẻm,Quận 3,253,2,4,22.75
Nhà hẻm,Quận Tân Phú,362,2,5,13.06
Chung cư,Quận Bình Tân,112,4,4,2.85
Nhà mặt tiền,Quận 11,467,4,2,42.4
Chung cư,Quận Phú Nhuận,67,7,1,2.05
Nhà hẻm,Quận 4,65,2,3,1.11
Nhà hẻm,Quận Bình Tân,429,6,5,15.62
Nhà hẻm,Quận Tân Phú,457,6,6,21.17
Biệt thự,Quận Phú Nhuận,86,4,1,12.37
Chung cư,Huyện Nhà Bè,118,6,1,1.25
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),372,7,6,55.89
Nhà hẻm,Quận Tân Bình,200,6,5,13.64
Chung cư,Quận Tân Phú,183,8,4,6.9
Nhà hẻm,Quận Bình Thạnh,338,2,5,16.61
Chung cư,Quận Tân Bình,323,1,5,10.8
Biệt thự,Quận 8,471,2,3,49.23
Nhà mặt tiền,Quận 12,54,3,6,2.69
Nhà hẻm,Quận 9 (TP. Thủ Đức),157,5,2,2.95
Nhà hẻm,Quận 2 (TP. Thủ Đức),90,7,1,2.81
Chung cư,Huyện Bình Chánh,168,3,1,0.51
Nhà mặt tiền,Quận Gò Vấp,352,5,1,17.15
Nhà hẻm,Quận 2 (TP. Thủ Đức),429,9,2,21.47
Nhà hẻm,Quận 9 (TP. Thủ Đức),277,6,2,5.51
Chung cư,Quận 1,268,6,4,38.8
Chung cư,Quận 11,490,2,1,9.68
Nhà hẻm,Quận Bình Tân,468,4,4,15.19
Chung cư,Quận Tân Bình,231,8,2,9.07
Nhà mặt tiền,Quận Phú Nhuận,136,7,2,16.47
Nhà hẻm,Quận 5,502,1,4,33.97
Chung cư,Quận 10,407,6,2,24.13
Biệt thự,Quận 1,321,6,4,226.51
Nhà hẻm,Quận 2 (TP. Thủ Đức),202,1,2,5.23
Nhà mặt tiền,Quận Phú Nhuận,503,9,3,74.11
Nhà hẻm,Quận 9 (TP. Thủ Đức),272,7,6,7.87
Nhà hẻm,Quận Phú Nhuận,384,2,3,21.65
Nhà mặt tiền,Huyện Cần Giờ,38,6,5,0.68
Chung cư,Quận Bình Tân,248,5,6,7.8
Nhà mặt tiền,Quận 2 (TP. Thủ Đức),20,6,1,1.11
Nhà hẻm,Quận Bình Thạnh,435,2,3,18.93
Biệt thự,Quận Gò Vấp,449,1,4,52.45
Nhà mặt tiền,Quận Tân Bình,305,8,6,51.85
Chung cư,Quận Gò Vấp,534,7,5,22.1
Biệt thự,Quận 10,409,6,5,161.39
Nhà mặt tiền,Quận 1,11,5,2,2.82
Chung cư,Huyện Hóc Môn,458,3,1,1.82
Biệt thự,Quận 4,299,7,2,22.53
Chung cư,Quận 11,522,5,2,18.48
Nhà hẻm,Huyện Bình Chánh,104,5,4,0.95
Nhà mặt tiền,Quận 6,143,4,5,13.35
Nhà mặt tiền,Huyện Cần Giờ,245,3,1,1.75
Nhà mặt tiền,Huyện Nhà Bè,353,7,6,20.98
Biệt thự,Quận Gò Vấp,290,6,4,58.26
Nhà mặt tiền,Huyện Cần Giờ,448,9,2,6.27
Biệt thự,Quận 3,344,7,4,169.08
Nhà hẻm,Quận Gò Vấp,347,8,4,17.71
Biệt thự,Huyện Bình Chánh,170,5,5,5.99
Nhà mặt tiền,Quận 11,25,4,2,2.22
Nhà mặt tiền,Huyện Cần Giờ,248,4,4,3.55
Nhà hẻm,Quận Bình Thạnh,165,9,3,8.87
Biệt thự,Quận Bình Tân,524,6,2,58.11
Nhà mặt tiền,Quận 1,223,5,5,80.03
Chung cư,Huyện Hóc Môn,61,5,4,0.5
Nhà hẻm,Quận 11,381,1,4,14.35
Chung cư,Quận 6,411,9,3,13.22
Biệt thự,Quận Bình Tân,360,5,6,57.35
Nhà mặt tiền,Quận 3,67,5,3,13.46
Nhà hẻm,Huyện Hóc Môn,477,3,1,2.39
Biệt thự,Quận Bình Thạnh,197,1,3,26.49
Nhà mặt tiền,Huyện Nhà Bè,146,2,6,6.76
Nhà hẻm,Quận 11,295,9,6,23.76
Nhà hẻm,Quận Tân Bình,33,2,2,1.26
Nhà mặt tiền,Quận 8,34,3,2,1.73
Nhà mặt tiền,Quận 5,388,2,5,72.09
Chung cư,Quận Phú Nhuận,197,1,1,3.83
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),536,2,4,13.79
Biệt thự,Quận 9 (TP. Thủ Đức),142,4,6,15.69
Nhà mặt tiền,Quận 12,85,3,6,3.78
Nhà hẻm,Quận 9 (TP. Thủ Đức),50,5,1,0.67
Biệt thự,Quận Gò Vấp,100,9,2,16.42
Biệt thự,Quận Bình Thạnh,341,7,4,91.31
Nhà mặt tiền,Huyện Cần Giờ,146,9,4,2.48
Chung cư,Quận 7,441,8,1,7.11
Nhà hẻm,Quận 5,17,9,1,1.1
Nhà mặt tiền,Quận Phú Nhuận,308,7,1,27.55
Biệt thự,Huyện Củ Chi,254,9,6,4.06
Nhà hẻm,Huyện Hóc Môn,90,5,5,1.2
Biệt thự,Quận Gò Vấp,175,4,4,29.28
Chung cư,Huyện Cần Giờ,527,3,1,1.47
Nhà hẻm,Quận 6,295,4,4,11.86
Nhà hẻm,Quận 9 (TP. Thủ Đức),494,4,5,12.46
Biệt thự,Huyện Cần Giờ,469,9,1,8.03
Nhà hẻm,Quận 8,159,6,3,5.44
Chung cư,Quận Bình Tân,495,7,6,16.01
Nhà hẻm,Quận 12,198,7,3,4.76
Biệt thự,Quận 11,366,1,2,44.95
Biệt thự,Huyện Củ Chi,358,2,1,2.15
Biệt thự,Huyện Hóc Môn,311,8,2,11.07
Chung cư,Quận 11,370,9,2,14.8
Biệt thự,Quận 7,177,3,1,12.58
Nhà hẻm,Quận 4,464,2,2,6.68
Nhà hẻm,Quận 12,252,7,6,7.18
Chung cư,Quận Thủ Đức (TP. Thủ Đức),531,5,5,12.91
Nhà hẻm,Quận Bình Tân,433,4,5,14.98
Nhà mặt tiền,Huyện Bình Chánh,151,3,1,1.28
Nhà mặt tiền,Quận 4,456,9,1,13.38
Chung cư,Quận Phú Nhuận,302,8,4,18.75
Nhà mặt tiền,Huyện Củ Chi,149,1,3,0.6
Chung cư,Quận 12,265,5,4,5.51
Biệt thự,Quận 6,195,4,2,24.39
Nhà mặt tiền,Quận 6,68,4,3,5.32
Biệt thự,Quận 7,309,5,1,23.69
Nhà hẻm,Quận 1,538,4,6,101.18
Nhà mặt tiền,Huyện Cần Giờ,271,1,6,3.21
Biệt thự,Huyện Nhà Bè,342,4,3,32.58
Biệt thự,Quận 1,375,9,4,291.25
Nhà hẻm,Quận 1,345,1,3,33.58
Nhà mặt tiền,Quận 6,392,2,5,29.96
Biệt thự,Quận Bình Tân,506,4,5,67.66
Nhà mặt tiền,Quận Bình Tân,451,9,4,32.34
Chung cư,Huyện Nhà Bè,168,7,5,3.6
Nhà mặt tiền,Quận Bình Thạnh,363,5,5,44.05
Nhà hẻm,Quận Bình Tân,243,1,2,4.01
Biệt thự,Huyện Hóc Môn,324,9,2,13
Chung cư,Quận 10,418,8,3,31.29
Nhà mặt tiền,Huyện Hóc Môn,34,7,2,0.63
Nhà mặt tiền,Quận 10,486,5,3,79.09
Nhà mặt tiền,Huyện Cần Giờ,418,7,6,8.6
Nhà hẻm,Quận Tân Bình,445,4,5,28.94
Nhà mặt tiền,Quận 6,502,1,5,31.4
Nhà mặt tiền,Quận 3,105,5,1,12.08
Biệt thự,Quận 4,483,7,5,55.19
Nhà hẻm,Huyện Củ Chi,134,6,4,0.53
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),145,3,6,18.44
Chung cư,Quận 2 (TP. Thủ Đức),520,9,6,25.68
Biệt thự,Huyện Nhà Bè,499,4,1,24.98
Biệt thự,Quận Phú Nhuận,396,7,3,122.71
Nhà hẻm,Quận Gò Vấp,50,2,2,1.33
Chung cư,Quận Bình Tân,455,5,2,9.01
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),298,7,4,10.33
Chung cư,Quận 6,473,9,4,16.24
Nhà mặt tiền,Huyện Củ Chi,15,3,3,0.08
Nhà mặt tiền,Quận 3,279,6,6,66.35
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),462,7,2,18.06
Chung cư,Huyện Củ Chi,333,1,2,0.43
Chung cư,Quận 6,205,4,4,6.34
Nhà mặt tiền,Quận 7,246,2,1,7.82
Biệt thự,Quận Bình Thạnh,50,8,2,9.22
Nhà mặt tiền,Quận Gò Vấp,85,1,2,3.67
Nhà hẻm,Quận 1,380,3,5,68.57
Chung cư,Quận 4,460,9,1,4.69
Nhà mặt tiền,Quận Gò Vấp,318,9,6,36.93
Nhà mặt tiền,Quận Bình Tân,212,7,2,11.98
Chung cư,Quận 9 (TP. Thủ Đức),189,4,5,3.54
Chung cư,Quận 9 (TP. Thủ Đức),21,1,1,0.13
Chung cư,Huyện Hóc Môn,286,5,1,1.38
Biệt thự,Quận Bình Thạnh,253,5,1,33.23
Biệt thự,Quận 4,453,1,1,14.4
Biệt thự,Quận Tân Phú,468,4,6,88.66
Nhà hẻm,Huyện Bình Chánh,476,6,4,4.2
Chung cư,Quận Tân Bình,402,7,3,16.85
Nhà mặt tiền,Quận 5,190,1,5,28.15
Biệt thự,Quận 12,194,3,6,19.19
Biệt thự,Quận 11,283,7,6,84.5
Biệt thự,Huyện Nhà Bè,519,8,2,46.22
Biệt thự,Quận Tân Bình,135,7,4,33.65
Chung cư,Quận Bình Thạnh,356,9,6,21.61
Biệt thự,Quận Thủ Đức (TP. Thủ Đức),474,8,1,33.05
Chung cư,Quận Phú Nhuận,26,2,1,0.61
Biệt thự,Huyện Củ Chi,40,3,5,0.54
Chung cư,Huyện Củ Chi,422,6,3,1.04
Biệt thự,Quận 3,50,2,2,13.34
Chung cư,Quận 11,524,2,2,15.1
Biệt thự,Quận Bình Thạnh,459,9,5,139.02
Biệt thự,Quận Tân Phú,153,7,6,32.61
Nhà hẻm,Huyện Cần Giờ,268,9,3,2.16
Chung cư,Quận 8,509,7,3,14.35
Biệt thự,Quận 9 (TP. Thủ Đức),351,6,4,37.68
Chung cư,Quận Phú Nhuận,379,6,2,18.25
Biệt thự,Quận 2 (TP. Thủ Đức),473,1,5,69.86
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),290,5,2,6.75
Nhà mặt tiền,Quận Bình Tân,47,6,4,3.31
Chung cư,Quận 7,402,2,2,7.14
Nhà hẻm,Quận 8,184,4,3,5.34
Chung cư,Huyện Hóc Môn,481,5,5,4.49
Biệt thự,Huyện Nhà Bè,146,8,1,8.51
Chung cư,Quận 10,532,3,6,40.21
Nhà hẻm,Quận 2 (TP. Thủ Đức),313,6,1,9.46
Nhà mặt tiền,Quận Phú Nhuận,316,6,2,39.21
Nhà mặt tiền,Quận 5,29,3,5,6.29
Nhà hẻm,Quận Tân Phú,227,2,2,5.64
Nhà mặt tiền,Quận 9 (TP. Thủ Đức),404,1,4,12.75
Nhà hẻm,Quận 3,535,7,4,62.98
Biệt thự,Quận 8,534,4,1,37.58
Nhà hẻm,Quận Thủ Đức (TP. Thủ Đức),295,6,6,11.58
Biệt thự,Huyện Bình Chánh,536,4,3,15.36
Nhà hẻm,Quận Bình Thạnh,345,6,3,20.21
Nhà mặt tiền,Quận Bình Thạnh,41,8,6,6.78
Nhà mặt tiền,Quận 8,538,9,6,47.38
Nhà mặt tiền,Quận Bình Thạnh,171,2,3,14.8
Nhà mặt tiền,Quận 8,467,5,4,35.24
Biệt thự,Huyện Củ Chi,69,3,3,0.73
Biệt thự,Quận 4,422,3,4,35.04
Biệt thự,Quận 6,97,7,3,16.64
Nhà hẻm,Quận 7,185,8,1,4.13
Nhà hẻm,Quận Tân Phú,28,1,6,0.81
Biệt thự,Huyện Bình Chánh,527,2,1,7.65
Nhà hẻm,Quận 3,18,4,2,1.39
Nhà hẻm,Huyện Củ Chi,266,2,1,0.39
